word,word_length,starts_with,ends_with,has_definition,definition_count,part_of_speech,definition,examples,synset_name
bulb,4,b,b,True,6,n,a modified bud consisting of a thickened globular underground stem serving as a reproductive structure,,bulb.n.01
bulbs,5,b,s,True,6,n,a modified bud consisting of a thickened globular underground stem serving as a reproductive structure,,bulb.n.01
bulge,5,b,e,True,5,n,something that bulges out or is protuberant or projects from its surroundings,the gun in his pocket made an obvious bulge; the hump of a camel; he stood on the rocky prominence; the occipital protuberance was well developed; the bony excrescence between its horns,bulge.n.01
bulged,6,b,d,True,4,v,swell or protrude outwards,His stomach bulged after the huge meal,bulge.v.01
bulging,7,b,g,True,6,v,swell or protrude outwards,His stomach bulged after the huge meal,bulge.v.01
bulk,4,b,k,True,5,n,the property resulting from being or relating to the greater in number of two parts; the main part,the majority of his customers prefer it; the bulk of the work is finished,majority.n.01
bulked,6,b,d,True,2,v,stick out or up,The parcel bulked in the sack,bulk.v.01
bulks,5,b,s,True,5,n,the property resulting from being or relating to the greater in number of two parts; the main part,the majority of his customers prefer it; the bulk of the work is finished,majority.n.01
bulky,5,b,y,True,1,s,of large size for its weight,,bulky.s.01
bull,4,b,l,True,15,n,uncastrated adult male of domestic cattle,,bull.n.01
bullet,6,b,t,True,3,n,a projectile that is fired from a gun,,bullet.n.01
bullets,7,b,s,True,3,n,a projectile that is fired from a gun,,bullet.n.01
bullies,7,b,s,True,4,n,a cruel and brutal fellow,,bully.n.01
bullish,7,b,h,True,1,s,expecting a rise in prices,,bullish.s.01
bulls,5,b,s,True,15,n,uncastrated adult male of domestic cattle,,bull.n.01
bully,5,b,y,True,5,n,a cruel and brutal fellow,,bully.n.01
bulwark,7,b,k,True,4,n,an embankment built around a space for defensive purposes,they stormed the ramparts of the city; they blew the trumpet and the walls came tumbling down,rampart.n.01
bum,3,b,m,True,7,n,a person who is deemed to be despicable or contemptible,only a rotter would do that; kill the rat; throw the bum out; you cowardly little pukes!; the British call a contemptible person a `git',rotter.n.01
bumming,7,b,g,True,2,v,ask for and get free; be a parasite,,mooch.v.01
bump,4,b,p,True,8,n,a lump on the body caused by a blow,,bump.n.01
bumped,6,b,d,True,5,v,knock against with force or violence,My car bumped into the tree,bump.v.01
bumper,6,b,r,True,2,n,a glass filled to the brim (especially as a toast),we quaffed a bumper of ale,bumper.n.01
bumpers,7,b,s,True,2,n,a glass filled to the brim (especially as a toast),we quaffed a bumper of ale,bumper.n.01
bumping,7,b,g,True,5,v,knock against with force or violence,My car bumped into the tree,bump.v.01
bumps,5,b,s,True,8,n,a lump on the body caused by a blow,,bump.n.01
bums,4,b,s,True,6,n,a person who is deemed to be despicable or contemptible,only a rotter would do that; kill the rat; throw the bum out; you cowardly little pukes!; the British call a contemptible person a `git',rotter.n.01
bun,3,b,n,True,1,n,small rounded bread either plain or sweet,,bun.n.01
bunch,5,b,h,True,5,n,a grouping of a number of similar things,a bunch of trees; a cluster of admirers,bunch.n.01
bunched,7,b,d,True,2,v,form into a bunch,The frightened children bunched together in the corner of the classroom,bunch_together.v.01
bundle,6,b,e,True,7,n,a collection of things wrapped or boxed together,,package.n.01
bundled,7,b,d,True,4,v,make into a bundle,he bundled up his few possessions,bundle.v.01
bundles,7,b,s,True,7,n,a collection of things wrapped or boxed together,,package.n.01
bungled,7,b,d,True,3,v,"make a mess of, destroy or ruin",I botched the dinner and we had to eat out; the pianist screwed up the difficult passage in the second movement,botch.v.01
bunk,4,b,k,True,9,n,a long trough for feeding cattle,,bunk.n.01
bunker,6,b,r,True,6,n,a hazard on a golf course,,bunker.n.01
bunks,5,b,s,True,9,n,a long trough for feeding cattle,,bunk.n.01
bunny,5,b,y,True,2,n,a young waitress in a nightclub whose costume includes the tail and ears of a rabbit,,bunny.n.01
buns,4,b,s,True,2,n,the fleshy part of the human body that you sit on,he deserves a good kick in the butt; are you going to sit on your fanny and do nothing?,buttocks.n.01
bunt,4,b,t,True,6,n,(baseball) the act of hitting a baseball lightly without swinging the bat,,bunt.n.01
bunter,6,b,r,True,1,n,a batter who bunts,,bunter.n.01
bunters,7,b,s,True,1,n,a batter who bunts,,bunter.n.01
bunyan,6,b,n,True,2,n,"English preacher and author of an allegorical novel, Pilgrim's Progress (1628-1688)",,bunyan.n.01
buoyant,7,b,t,True,2,s,tending to float on a liquid or rise in air or gas,buoyant balloons; buoyant balsawood boats; a floaty scarf,buoyant.s.01
buoyed,6,b,d,True,3,v,float on the surface of water,,buoy.v.01
buoys,5,b,s,True,4,n,bright-colored; a float attached by rope to the seabed to mark channels in a harbor or underwater hazards,,buoy.n.01
burbank,7,b,k,True,1,n,United States horticulturist who developed many new varieties of fruits and vegetables and flowers (1849-1926),,burbank.n.01
burden,6,b,n,True,6,n,an onerous or difficult concern,the burden of responsibility; that's a load off my mind,burden.n.01
burdens,7,b,s,True,6,n,an onerous or difficult concern,the burden of responsibility; that's a load off my mind,burden.n.01
bureau,6,b,u,True,2,n,an administrative unit of government,the Central Intelligence Agency; the Census Bureau; Office of Management and Budget; Tennessee Valley Authority,agency.n.01
bureaus,7,b,s,True,2,n,an administrative unit of government,the Central Intelligence Agency; the Census Bureau; Office of Management and Budget; Tennessee Valley Authority,agency.n.01
burger,6,b,r,True,2,n,United States jurist appointed chief justice of the United States Supreme Court by Richard Nixon (1907-1995),,burger.n.01
burgess,7,b,s,True,2,n,English writer of satirical novels (1917-1993),,burgess.n.01
burgher,7,b,r,True,2,n,a citizen of an English borough,,burgess.n.02
burglar,7,b,r,True,1,n,a thief who enters a building with intent to steal,,burglar.n.01
burial,6,b,l,True,2,n,the ritual placing of a corpse in a grave,,burial.n.01
buried,6,b,d,True,7,v,cover from sight,Afghani women buried under their burkas,bury.v.01
buries,6,b,s,True,6,v,cover from sight,Afghani women buried under their burkas,bury.v.01
burke,5,b,e,True,4,n,British statesman famous for his oratory; pleaded the cause of the American colonists in British Parliament and defended the parliamentary system (1729-1797),,burke.n.01
burkes,6,b,s,True,4,n,British statesman famous for his oratory; pleaded the cause of the American colonists in British Parliament and defended the parliamentary system (1729-1797),,burke.n.01
burl,4,b,l,True,4,n,the wood cut from a tree burl or outgrowth; often used decoratively in veneer,,burl.n.01
burly,5,b,y,True,1,s,muscular and heavily built,a beefy wrestler; had a tall burly frame; clothing sizes for husky boys; a strapping boy of eighteen; `buirdly' is a Scottish term,beefy.s.01
burma,5,b,a,True,1,n,a mountainous republic in southeastern Asia on the Bay of Bengal,much opium is grown in Myanmar,myanmar.n.01
burmese,7,b,e,True,3,n,a native or inhabitant of Myanmar,,burmese.n.01
burn,4,b,n,True,20,n,pain that feels hot as if it were on fire,,burn.n.01
burned,6,b,d,True,18,v,destroy by fire,They burned the house and his diaries,burn.v.01
burners,7,b,s,True,2,n,an apparatus for burning fuel (or refuse),a diesel engine is an oil burner,burner.n.01
burnes,6,b,s,True,15,v,destroy by fire,They burned the house and his diaries,burn.v.01
burnham,7,b,m,True,1,n,United States architect who designed the first important skyscraper with a skeleton (1846-1912),,burnham.n.01
burning,7,b,g,True,22,n,the act of burning something,the burning of leaves was prohibited by a town ordinance,burning.n.01
burns,5,b,s,True,22,n,United States comedian and film actor (1896-1996),,burns.n.01
burnt,5,b,t,True,18,v,destroy by fire,They burned the house and his diaries,burn.v.01
burr,4,b,r,True,6,n,seed vessel having hooks or prickles,,bur.n.01
burro,5,b,o,True,1,n,small donkey used as a pack animal,,burro.n.01
burrow,6,b,w,True,2,n,"a hole made by an animal, usually for shelter",,burrow.n.01
burrows,7,b,s,True,2,n,"a hole made by an animal, usually for shelter",,burrow.n.01
burrs,5,b,s,True,6,n,seed vessel having hooks or prickles,,bur.n.01
burst,5,b,t,True,12,n,the act of exploding or bursting,the explosion of the firecrackers awoke the children; the burst of an atom bomb creates enormous radiation aloft,explosion.n.02
bursts,6,b,s,True,12,n,the act of exploding or bursting,the explosion of the firecrackers awoke the children; the burst of an atom bomb creates enormous radiation aloft,explosion.n.02
burt,4,b,t,True,1,n,English psychologist whose studies of twins were later said to have used fabricated data (1883-1971),,burt.n.01
burton,6,b,n,True,3,n,English explorer who with John Speke was the first European to explore Lake Tanganyika (1821-1890),,burton.n.01
bury,4,b,y,True,6,v,cover from sight,Afghani women buried under their burkas,bury.v.01
bus,3,b,s,True,7,n,a vehicle carrying many passengers; used for public transport,he always rode the bus to work,bus.n.01
busboy,6,b,y,True,1,n,a restaurant attendant who sets tables and assists waiters and clears away dirty dishes,,busboy.n.01
buses,5,b,s,True,7,n,a vehicle carrying many passengers; used for public transport,he always rode the bus to work,bus.n.01
bush,4,b,h,True,9,n,a low woody perennial plant usually having several major stems,,shrub.n.01
bushel,6,b,l,True,3,n,a United States dry measure equal to 4 pecks or 2152.42 cubic inches,,bushel.n.01
bushels,7,b,s,True,3,n,a United States dry measure equal to 4 pecks or 2152.42 cubic inches,,bushel.n.01
bushes,6,b,s,True,8,n,a low woody perennial plant usually having several major stems,,shrub.n.01
busied,6,b,d,True,1,v,keep busy with,She busies herself with her butterfly collection,busy.v.01
busier,6,b,r,True,5,a,actively or fully engaged or occupied,busy with her work; a busy man; too busy to eat lunch,busy.a.01
busiest,7,b,t,True,5,a,actively or fully engaged or occupied,busy with her work; a busy man; too busy to eat lunch,busy.a.01
busily,6,b,y,True,1,r,in a busy manner,they were busily engaged in buying souvenirs,busily.r.01
buss,4,b,s,True,9,n,the act of caressing with the lips (or an instance thereof),,kiss.n.01
busses,6,b,s,True,5,n,a vehicle carrying many passengers; used for public transport,he always rode the bus to work,bus.n.01
bust,4,b,t,True,10,n,a complete failure,the play was a dismal flop,flop.n.03
bustard,7,b,d,True,1,n,large heavy-bodied chiefly terrestrial game bird capable of powerful swift flight; classified with wading birds but frequents grassy steppes,,bustard.n.01
busted,6,b,d,True,6,v,ruin completely,He busted my radio!,break.v.04
buster,6,b,r,True,5,n,an informal form of address for a man,"Say, fellow, what are you doing?; Hey buster, what's up?",fellow.n.06
bustle,6,b,e,True,3,n,a rapid active commotion,,bustle.n.01
busts,5,b,s,True,9,n,a complete failure,the play was a dismal flop,flop.n.03
busy,4,b,y,True,6,v,keep busy with,She busies herself with her butterfly collection,busy.v.01
but,3,b,t,True,1,r,and nothing more,I was merely asking; it is simply a matter of time; just a scratch; he was only a child; hopes that last but a moment,merely.r.01
butane,6,b,e,True,1,n,occurs in natural gas; used in the manufacture of rubber and fuels,,butane.n.01
butcher,7,b,r,True,7,n,a retailer of meat,,butcher.n.01
butler,6,b,r,True,3,n,a manservant (usually the head servant of a household) who has charge of wines and the table,,butler.n.01
butlers,7,b,s,True,3,n,a manservant (usually the head servant of a household) who has charge of wines and the table,,butler.n.01
butt,4,b,t,True,12,n,thick end of the handle,,butt.n.01
butte,5,b,e,True,2,n,a hill that rises abruptly from the surrounding region; has a flat top and sloping sides,,butte.n.01
butted,6,b,d,True,3,v,lie adjacent to another or share a boundary,Canada adjoins the U.S.; England marches with Scotland,border.v.05
butter,6,b,r,True,3,n,an edible emulsion of fat globules made by churning milk or cream; for cooking and table use,,butter.n.01
buttery,7,b,y,True,4,n,a small storeroom for storing foods or wines,,pantry.n.01
butting,7,b,g,True,3,v,lie adjacent to another or share a boundary,Canada adjoins the U.S.; England marches with Scotland,border.v.05
button,6,b,n,True,9,n,a round fastener sewn to shirts and coats etc to fit through buttonholes,,button.n.01
buttons,7,b,s,True,9,n,a round fastener sewn to shirts and coats etc to fit through buttonholes,,button.n.01
butts,5,b,s,True,12,n,thick end of the handle,,butt.n.01
buxom,5,b,m,True,2,s,(of a woman's body) having a large bosom and pleasing curves,Hollywood seems full of curvaceous blondes; a curvy young woman in a tight dress,bosomy.s.01
buy,3,b,y,True,6,n,an advantageous purchase,she got a bargain at the auction; the stock was a real buy at that price,bargain.n.02
buyer,5,b,r,True,1,n,a person who buys,,buyer.n.01
buyers,6,b,s,True,1,n,a person who buys,,buyer.n.01
buying,6,b,g,True,6,n,the act of buying,buying and selling fill their days; shrewd purchasing requires considerable knowledge,buying.n.01
buys,4,b,s,True,6,n,an advantageous purchase,she got a bargain at the auction; the stock was a real buy at that price,bargain.n.02
buzz,4,b,z,True,6,n,sound of rapid vibration,the buzz of a bumble bee,buzz.n.01
buzzed,6,b,d,True,4,v,make a buzzing sound,bees were buzzing around the hive,buzz.v.01
buzzes,6,b,s,True,6,n,sound of rapid vibration,the buzz of a bumble bee,buzz.n.01
buzzing,7,b,g,True,5,v,make a buzzing sound,bees were buzzing around the hive,buzz.v.01
bye,3,b,e,True,2,n,you advance to the next round in a tournament without playing an opponent,he had a bye in the first round,bye.n.01
bygone,6,b,e,True,2,n,past events to be put aside,let bygones be bygones,bygone.n.01
bypass,6,b,s,True,4,n,a highway that encircles an urban area so that traffic does not have to pass through the center,,beltway.n.01
byrd,4,b,d,True,2,n,English organist and composer of church music; master of 16th century polyphony; was granted a monopoly in music printing with Thomas Tallis (1543-1623),,byrd.n.01
byron,5,b,n,True,1,n,English romantic poet notorious for his rebellious and unconventional lifestyle (1788-1824),,byron.n.01
byword,6,b,d,True,1,n,a condensed but memorable saying embodying some important fact of experience that is taken as true by many people,,proverb.n.01
cab,3,c,b,True,4,n,a compartment at the front of a motor vehicle or locomotive where driver sits,,cab.n.01
cabana,6,c,a,True,1,n,a small tent used as a dressing room beside the sea or a swimming pool,,cabana.n.01
cabanas,7,c,s,True,1,n,a small tent used as a dressing room beside the sea or a swimming pool,,cabana.n.01
cabaret,7,c,t,True,2,n,a spot that is open late at night and that provides entertainment (as singers or dancers) as well as dancing and food and drink,don't expect a good meal at a cabaret; the gossip columnist got his information by visiting nightclubs every night; he played the drums at a jazz club,cabaret.n.01
cabbage,7,c,e,True,4,n,any of various types of cabbage,,cabbage.n.01
cabin,5,c,n,True,4,n,small room on a ship or boat where people sleep,,cabin.n.01
cabinet,7,c,t,True,4,n,a piece of furniture resembling a cupboard with doors and shelves and drawers; for storage or display,,cabinet.n.01
cabins,6,c,s,True,4,n,small room on a ship or boat where people sleep,,cabin.n.01
cable,5,c,e,True,8,n,a telegram sent abroad,,cable.n.01
cabled,6,c,d,True,2,v,"send cables, wires, or telegrams",,cable.v.01
cables,6,c,s,True,8,n,a telegram sent abroad,,cable.n.01
cabot,5,c,t,True,2,n,son of John Cabot who was born in Italy and who led an English expedition in search of the Northwest Passage and a Spanish expedition that explored the La Plata region of Brazil; in 1544 he published a map of the world (1476-1557),,cabot.n.01
cabs,4,c,s,True,4,n,a compartment at the front of a motor vehicle or locomotive where driver sits,,cab.n.01
cacao,5,c,o,True,1,n,tropical American tree producing cacao beans,,cacao.n.01
cache,5,c,e,True,4,n,a hidden storage space (for money or provisions or weapons),,cache.n.01
cackled,7,c,d,True,3,v,talk or utter in a cackling manner,The women cackled when they saw the movie star step out of the limousine,cackle.v.01
cackly,6,c,y,True,1,s,like the cackles or squawks a hen makes especially after laying an egg,,cackly.s.01
cadaver,7,c,r,True,1,n,the dead body of a human being,the cadaver was intended for dissection; the end of the police search was the discovery of a corpse; the murderer confessed that he threw the stiff in the river; honor comes to bless the turf that wraps their clay,cadaver.n.01
caddy,5,c,y,True,2,n,a can for storing tea,,caddy.n.01
cadence,7,c,e,True,3,n,(prosody) the accent in a metrical foot of verse,,meter.n.03
cadenza,7,c,a,True,1,n,a brilliant solo passage occurring near the end of a piece of music,,cadenza.n.01
cadet,5,c,t,True,1,n,a military trainee (as at a military academy),,cadet.n.01
cadmium,7,c,m,True,1,n,a soft bluish-white ductile malleable toxic bivalent metallic element; occurs in association with zinc ores,,cadmium.n.01
cadre,5,c,e,True,2,n,a small unit serving as part of or as the nucleus of a larger political movement,,cell.n.04
caesar,6,c,r,True,2,n,conqueror of Gaul and master of Italy (100-44 BC),,caesar.n.01
cafe,4,c,e,True,1,n,a small restaurant where drinks and snacks are sold,,cafe.n.01
cafes,5,c,s,True,1,n,a small restaurant where drinks and snacks are sold,,cafe.n.01
cage,4,c,e,True,6,n,an enclosure made or wire or metal bars in which birds or animals can be kept,,cage.n.01
caged,5,c,d,True,1,v,confine in a cage,The animal was caged,cage.v.01
cages,5,c,s,True,6,n,an enclosure made or wire or metal bars in which birds or animals can be kept,,cage.n.01
cagey,5,c,y,True,2,s,showing self-interest and shrewdness in dealing with others,a cagey lawyer; too clever to be sound,cagey.s.01
cahoots,7,c,s,True,1,n,collusion,in cahoots with,cahoot.n.01
cain,4,c,n,True,1,n,(Old Testament) Cain and Abel were the first children of Adam and Eve born after the Fall of Man; Cain killed Abel out of jealousy and was exiled by God,,cain.n.01
cairns,6,c,s,True,2,n,a mound of stones piled up as a memorial or to mark a boundary or path,,cairn.n.01
cairo,5,c,o,True,2,n,a town at the southern tip of Illinois at the confluence of the Ohio and Mississippi Rivers,,cairo.n.01
cake,4,c,e,True,4,n,a block of solid substance (such as soap or wax),a bar of chocolate,cake.n.01
caked,5,c,d,True,1,v,form a coat over,Dirt had coated her face,coat.v.03
cakes,5,c,s,True,4,n,a block of solid substance (such as soap or wax),a bar of chocolate,cake.n.01
calcium,7,c,m,True,1,n,a white metallic element that burns with a brilliant light; the fifth most abundant element in the earth's crust; an important component of most plants and animals,,calcium.n.01
calculi,7,c,i,True,3,n,a hard lump produced by the concretion of mineral salts; found in hollow organs or ducts of the body,renal calculi can be very painful,calculus.n.01
calder,6,c,r,True,1,n,United States sculptor who first created mobiles and stabiles (1898-1976),,calder.n.01
calf,4,c,f,True,4,n,young of domestic cattle,,calf.n.01
caliber,7,c,r,True,2,n,a degree or grade of excellence or worth,the quality of students has risen; an executive of low caliber,quality.n.02
calibre,7,c,e,True,2,n,a degree or grade of excellence or worth,the quality of students has risen; an executive of low caliber,quality.n.02
calico,6,c,o,True,3,n,coarse cloth with a bright print,,calico.n.01
calif.,6,c,.,True,1,n,a state in the western United States on the Pacific; the 3rd largest state; known for earthquakes,,california.n.01
caliper,7,c,r,True,2,n,an instrument for measuring the distance between two points (often used in the plural),,caliper.n.01
caliphs,7,c,s,True,1,n,the civil and religious leader of a Muslim state considered to be a representative of Allah on earth,many radical Muslims believe a Khalifah will unite all Islamic lands and people and subjugate the rest of the world,caliph.n.01
call,4,c,l,True,41,n,a telephone connection,she reported several anonymous calls; he placed a phone call to London; he heard the phone ringing but didn't want to take the call,call.n.01
callas,6,c,s,True,3,n,Greek coloratura soprano (born in the United States) known for her dramatic intensity in operatic roles (1923-1977),,callas.n.01
called,6,c,d,True,28,v,assign a specified (usually proper) proper name to,They named their son David; The new school was named after the famous Civil Rights leader,name.v.01
caller,6,c,r,True,9,n,a social or business visitor,the room was a mess because he hadn't expected company,caller.n.01
callers,7,c,s,True,7,n,a social or business visitor,the room was a mess because he hadn't expected company,caller.n.01
calling,7,c,g,True,29,n,the particular occupation for which you are trained,,career.n.01
callous,7,c,s,True,3,v,make insensitive or callous; deaden feelings or morals,,callous.v.01
calls,5,c,s,True,41,n,a telephone connection,she reported several anonymous calls; he placed a phone call to London; he heard the phone ringing but didn't want to take the call,call.n.01
calm,4,c,m,True,8,n,steadiness of mind under stress,he accepted their problems with composure and she with equanimity,composure.n.01
calmed,6,c,d,True,4,v,make calm or still,quiet the dragons of worry and fear,calm.v.01
calmer,6,c,r,True,2,s,not agitated; without losing self-possession,spoke in a calm voice; remained calm throughout the uproar; he remained serene in the midst of turbulence; a serene expression on her face; she became more tranquil; tranquil life in the country,calm.s.01
calmest,7,c,t,True,2,s,not agitated; without losing self-possession,spoke in a calm voice; remained calm throughout the uproar; he remained serene in the midst of turbulence; a serene expression on her face; she became more tranquil; tranquil life in the country,calm.s.01
calming,7,c,g,True,5,n,the act of appeasing (as by acceding to the demands of),,appeasement.n.01
calmly,6,c,y,True,2,r,with self-possession (especially in times of stress),he spoke calmly to the rioting students,calmly.r.01
caloric,7,c,c,True,2,a,relating to or associated with heat,thermal movements of molecules; thermal capacity; thermic energy; the caloric effect of sunlight,thermal.a.01
calorie,7,c,e,True,2,n,a unit of heat equal to the amount of heat required to raise the temperature of one kilogram of water by one degree at one atmosphere pressure; used by nutritionists to characterize the energy-producing potential in food,,calorie.n.01
calumny,7,c,y,True,2,n,a false accusation of an offense or a malicious misrepresentation of someone's words or actions,,defamation.n.01
calvary,7,c,y,True,2,n,a hill near Jerusalem where Jesus was crucified,,calvary.n.01
calves,6,c,s,True,6,n,young of domestic cattle,,calf.n.01
calvin,6,c,n,True,2,n,United States chemist noted for discovering the series of chemical reactions in photosynthesis (1911-),,calvin.n.01
calving,7,c,g,True,3,n,giving birth to a calf,,calving.n.01
calypso,7,c,o,True,2,n,rare north temperate bog orchid bearing a solitary white to pink flower marked with purple at the tip of an erect reddish stalk above 1 basal leaf,,calypso.n.01
cam,3,c,m,True,2,n,a river in east central England that flows past Cambridge to join the Ouse River,,cam.n.01
camden,6,c,n,True,1,n,a city in southwestern New Jersey on the Delaware River near Philadelphia,,camden.n.01
came,4,c,e,True,21,v,"move toward, travel toward something or somebody or approach something or somebody",He came singing down the road; Come with me to the Casbah; come down here!; come out of the closet!; come into the room,come.v.01
camel,5,c,l,True,1,n,cud-chewing mammal used as a draft or saddle animal in desert regions,,camel.n.01
camelot,7,c,t,True,1,n,"(Arthurian legend) the capital of King Arthur's kingdom; according to the legend, truth and goodness and beauty reigned there",,camelot.n.01
camels,6,c,s,True,1,n,cud-chewing mammal used as a draft or saddle animal in desert regions,,camel.n.01
cameo,5,c,o,True,1,n,engraving or carving in low relief on a stone (as in a brooch or ring),,cameo.n.01
cameos,6,c,s,True,1,n,engraving or carving in low relief on a stone (as in a brooch or ring),,cameo.n.01
camera,6,c,a,True,2,n,equipment for taking photographs (usually consisting of a lightproof box with a lens at one end and light-sensitive film at the other),,camera.n.01
cameras,7,c,s,True,2,n,equipment for taking photographs (usually consisting of a lightproof box with a lens at one end and light-sensitive film at the other),,camera.n.01
camp,4,c,p,True,12,n,temporary living quarters specially built by the army for soldiers,wherever he went in the camp the men were grumbling,camp.n.01
camped,6,c,d,True,3,v,live in or as if in a tent,Can we go camping again this summer?; The circus tented near the town; The houseguests had to camp in the living room,camp.v.01
camper,6,c,r,True,2,n,someone living temporarily in a tent or lodge for recreation,,camper.n.01
campers,7,c,s,True,2,n,someone living temporarily in a tent or lodge for recreation,,camper.n.01
camping,7,c,g,True,4,n,the act of encamping and living in tents in a camp,,camping.n.01
camps,5,c,s,True,11,n,temporary living quarters specially built by the army for soldiers,wherever he went in the camp the men were grumbling,camp.n.01
campus,6,c,s,True,1,n,a field on which the buildings of a university are situated,,campus.n.01
cams,4,c,s,True,2,n,a river in east central England that flows past Cambridge to join the Ouse River,,cam.n.01
can,3,c,n,True,8,n,airtight sealed metal container for food or drink or paint etc.,,can.n.01
canada,6,c,a,True,1,n,a nation in northern North America; the French were the first Europeans to settle in mainland Canada,the border between the United States and Canada is the longest unguarded border in the world,canada.n.01
canal,5,c,l,True,4,n,(astronomy) an indistinct surface feature of Mars once thought to be a system of channels; they are now believed to be an optical illusion,,canal.n.01
canals,6,c,s,True,4,n,(astronomy) an indistinct surface feature of Mars once thought to be a system of channels; they are now believed to be an optical illusion,,canal.n.01
cancel,6,c,l,True,6,n,a notation cancelling a previous sharp or flat,,natural.n.02
cancels,7,c,s,True,6,n,a notation cancelling a previous sharp or flat,,natural.n.02
cancer,6,c,r,True,5,n,any malignant growth or tumor caused by abnormal and uncontrolled cell division; it may spread to other parts of the body through the lymphatic system or the blood stream,,cancer.n.01
cancers,7,c,s,True,5,n,any malignant growth or tumor caused by abnormal and uncontrolled cell division; it may spread to other parts of the body through the lymphatic system or the blood stream,,cancer.n.01
candid,6,c,d,True,3,s,characterized by directness in manner or speech; without subtlety or evasion,blunt talking and straight shooting; a blunt New England farmer; I gave them my candid opinion; forthright criticism; a forthright approach to the problem; tell me what you think--and you may just as well be frank; it is possible to be outspoken without being rude; plainspoken and to the point; a point-blank accusation,blunt.s.03
candies,7,c,s,True,2,n,a rich sweet made of flavored sugar and often combined with fruit or nuts,,candy.n.01
candle,6,c,e,True,3,n,stick of wax with a wick in the middle,,candle.n.01
candles,7,c,s,True,3,n,stick of wax with a wick in the middle,,candle.n.01
candor,6,c,r,True,2,n,ability to make judgments free from discrimination or dishonesty,,fairness.n.02
candour,7,c,r,True,2,n,the quality of being honest and straightforward in attitude and speech,,candor.n.02
candy,5,c,y,True,2,n,a rich sweet made of flavored sugar and often combined with fruit or nuts,,candy.n.01
cane,4,c,e,True,4,n,a stick that people can lean on to help them walk,,cane.n.01
canine,6,c,e,True,4,n,one of the four pointed conical teeth (two in each jaw) located between the incisors and the premolars,,canine.n.01
canker,6,c,r,True,5,n,a fungal disease of woody plants that causes localized damage to the bark,,canker.n.01
canned,6,c,d,True,4,v,preserve in a can or tin,tinned foods are not very tasty,can.v.01
cannery,7,c,y,True,1,n,a factory where food is canned,,cannery.n.01
canning,7,c,g,True,2,v,preserve in a can or tin,tinned foods are not very tasty,can.v.01
cannon,6,c,n,True,8,n,a large artillery gun that is usually on wheels,,cannon.n.01
canny,5,c,y,True,1,s,showing self-interest and shrewdness in dealing with others,a cagey lawyer; too clever to be sound,cagey.s.01
canoe,5,c,e,True,2,n,small and light boat; pointed at both ends; propelled with a paddle,,canoe.n.01
canoes,6,c,s,True,2,n,small and light boat; pointed at both ends; propelled with a paddle,,canoe.n.01
canon,5,c,n,True,6,n,a rule or especially body of rules or principles generally established as valid and fundamental in a field or art or philosophy,the neoclassical canon; canons of polite society,canon.n.01
canons,6,c,s,True,6,n,a rule or especially body of rules or principles generally established as valid and fundamental in a field or art or philosophy,the neoclassical canon; canons of polite society,canon.n.01
canopy,6,c,y,True,4,n,the transparent covering of an aircraft cockpit,,canopy.n.01
cans,4,c,s,True,8,n,airtight sealed metal container for food or drink or paint etc.,,can.n.01
cant,4,c,t,True,6,n,stock phrases that have become nonsense through endless repetition,,buzzword.n.01
canted,6,c,d,True,2,v,heel over,The tower is tilting; The ceiling is slanting,cant.v.01
canteen,7,c,n,True,5,n,a flask for carrying water; used by soldiers or travelers,,canteen.n.01
canter,6,c,r,True,4,n,a smooth three-beat gait; between a trot and a gallop,,canter.n.01
canting,7,c,g,True,1,v,heel over,The tower is tilting; The ceiling is slanting,cant.v.01
cantles,7,c,s,True,1,n,the back of a saddle seat,,cantle.n.01
canto,5,c,o,True,2,n,the highest part (usually the melody) in a piece of choral music,,canto.n.01
cantor,6,c,r,True,2,n,the musical director of a choir,,choirmaster.n.01
canute,6,c,e,True,1,n,"king of Denmark and Norway who forced Edmund II to divide England with him; on the death of Edmund II, Canute became king of all England (994-1035)",,canute.n.01
canvas,6,c,s,True,10,n,"a heavy, closely woven fabric (used for clothing or chairs or sails or tents)",,canvas.n.01
canvass,7,c,s,True,20,n,the setting for a narrative or fictional or dramatic account,the crowded canvas of history; the movie demanded a dramatic canvas of sound,canvas.n.03
canyon,6,c,n,True,1,n,a ravine formed by a river in an area with little rainfall,,canyon.n.01
canyons,7,c,s,True,1,n,a ravine formed by a river in an area with little rainfall,,canyon.n.01
cap,3,c,p,True,11,n,a tight-fitting headdress,,cap.n.01
capable,7,c,e,True,5,a,(usually followed by `of') having capacity or ability,capable of winning; capable of hard work; capable of walking on two feet,capable.a.01
capably,7,c,y,True,1,r,with competence; in a competent capable manner,they worked competently,competently.r.01
cape,4,c,e,True,2,n,a strip of land projecting into a body of water,,cape.n.01
caper,5,c,r,True,7,n,any of numerous plants of the genus Capparis,,caper.n.01
capers,6,c,s,True,7,n,any of numerous plants of the genus Capparis,,caper.n.01
capes,5,c,s,True,4,n,a strip of land projecting into a body of water,,cape.n.01
capet,5,c,t,True,1,n,King of France elected in 987 and founding the Capetian dynasty (940-996),,capet.n.01
capita,6,c,a,True,2,n,a headlike protuberance on an organ or structure,the caput humeri is the head of the humerus which fits into a cavity in the scapula,caput.n.01
capital,7,c,l,True,11,n,assets available for use in the production of further assets,,capital.n.01
